filename,width,height,size_bucket
water_body_918.jpg,190,309,1
water_body_1197.jpg,235,350,2
water_body_1471.jpg,461,744,3
water_body_999.jpg,118,179,0
water_body_2470.jpg,127,164,0
water_body_1503.jpg,201,331,1
water_body_1250.jpg,178,284,1
water_body_7392.jpg,512,519,3
water_body_1083.jpg,160,260,1
water_body_8628.jpg,512,655,3
water_body_1703.jpg,117,170,0
water_body_8808.jpg,880,1165,4
water_body_7583.jpg,188,206,1
water_body_7817.jpg,196,206,1
water_body_2277.jpg,179,233,1
water_body_2396.jpg,120,155,0
water_body_654.jpg,460,679,3
water_body_1418.jpg,197,273,1
water_body_987.jpg,161,252,1
water_body_7843.jpg,169,176,1
water_body_2298.jpg,594,768,4
water_body_2566.jpg,61,78,0
water_body_1496.jpg,283,466,2
water_body_7782.jpg,239,243,2
water_body_8826.jpg,112,139,0
water_body_826.jpg,264,420,2
water_body_658.jpg,296,490,2
water_body_1.jpg,2007,2009,4
water_body_1072.jpg,165,257,1
water_body_8553.jpg,206,228,2
water_body_1668.jpg,138,50,0
water_body_1518.jpg,361,576,3
water_body_6377.jpg,1294,1529,4
water_body_7733.jpg,248,269,2
water_body_7258.jpg,427,445,3
water_body_8700.jpg,695,852,4
water_body_887.jpg,91,156,0
water_body_956.jpg,124,202,0
water_body_1502.jpg,306,507,2
water_body_6371.jpg,376,420,3
water_body_1192.jpg,320,501,3
water_body_8621.jpg,347,445,3
water_body_104.jpg,324,322,3
water_body_8564.jpg,3272,3876,4
water_body_8941.jpg,249,328,2
water_body_1598.jpg,604,483,3
water_body_64.jpg,160,160,1
water_body_1099.jpg,296,469,2
water_body_8948.jpg,229,635,2
water_body_1750.jpg,537,781,4
water_body_7796.jpg,184,205,1
water_body_8437.jpg,69,74,0
water_body_8549.jpg,324,355,3
water_body_7240.jpg,441,469,3
water_body_2431.jpg,940,1181,4
water_body_2291.jpg,436,564,3
water_body_8888.jpg,105,126,0
water_body_8522.jpg,145,156,1
water_body_7364.jpg,289,307,2
water_body_839.jpg,74,115,0
water_body_7925.jpg,71,75,0
water_body_1246.jpg,77,112,0
water_body_8717.jpg,255,329,2
water_body_7885.jpg,111,96,0
water_body_1614.jpg,132,201,0
water_body_7178.jpg,349,382,3
water_body_8325.jpg,123,135,0
water_body_7938.jpg,82,89,0
water_body_8587.jpg,195,216,1
water_body_8338.jpg,165,167,1
water_body_1235.jpg,116,183,0
water_body_8949.jpg,150,194,1
water_body_1289.jpg,126,199,0
water_body_1253.jpg,279,440,2
water_body_626.jpg,1260,2140,4
water_body_1498.jpg,178,292,1
water_body_1746.jpg,186,272,1
water_body_51.jpg,1027,1049,4
water_body_1455.jpg,185,292,1
water_body_1693.jpg,236,352,2
water_body_661.jpg,124,177,0
water_body_7995.jpg,953,1059,4
water_body_860.jpg,169,274,1
water_body_8520.jpg,107,114,0
water_body_8663.jpg,692,870,4
water_body_7243.jpg,917,978,4
water_body_1158.jpg,147,250,1
water_body_7411.jpg,308,329,2
water_body_7169.jpg,383,393,3
water_body_7242.jpg,174,184,1
water_body_7549.jpg,171,178,1
water_body_2435.jpg,334,432,3
water_body_1834.jpg,142,202,1
water_body_7941.jpg,194,208,1
water_body_8861.jpg,204,255,1
water_body_8053.jpg,369,395,3
water_body_1509.jpg,253,413,2
water_body_8494.jpg,60,66,0
water_body_8372.jpg,238,264,2
water_body_7374.jpg,1872,1914,4
water_body_1477.jpg,415,703,3
water_body_120.jpg,707,703,4
water_body_2204.jpg,598,834,4
water_body_8331.jpg,110,114,0
water_body_1500.jpg,126,207,0
water_body_7929.jpg,97,102,0
water_body_42.jpg,57,57,0
water_body_1478.jpg,341,527,3
water_body_1390.jpg,141,232,1
water_body_1041.jpg,189,266,1
water_body_1395.jpg,119,194,0
water_body_1631.jpg,113,167,0
water_body_164.jpg,80,80,0
water_body_7313.jpg,435,470,3
water_body_1419.jpg,243,330,2
water_body_7838.jpg,74,77,0
water_body_8772.jpg,179,222,1
water_body_1423.jpg,235,364,2
water_body_54.jpg,855,850,4
water_body_7368.jpg,1087,1147,4
water_body_8042.jpg,163,176,1
water_body_1754.jpg,243,353,2
water_body_7132.jpg,1373,1383,4
water_body_1046.jpg,888,1510,4
water_body_8537.jpg,116,122,0
water_body_8206.jpg,107,110,0
water_body_680.jpg,429,658,3
water_body_8289.jpg,254,258,2
water_body_2540.jpg,378,489,3
water_body_8095.jpg,266,291,2
water_body_7544.jpg,392,428,3
water_body_751.jpg,209,324,2
water_body_7420.jpg,502,544,3
water_body_7664.jpg,183,202,1
water_body_1465.jpg,183,273,1
water_body_6387.jpg,2787,3208,4
water_body_7768.jpg,935,996,4
water_body_957.jpg,144,60,0
water_body_1732.jpg,61,87,0
water_body_6390.jpg,951,1155,4
water_body_7086.jpg,170,311,1
water_body_8858.jpg,95,119,0
water_body_8321.jpg,248,260,2
water_body_8686.jpg,426,531,3
water_body_1497.jpg,88,146,0
water_body_1155.jpg,306,487,2
water_body_7968.jpg,112,122,0
water_body_1787.jpg,115,164,0
water_body_7721.jpg,151,157,1
water_body_7824.jpg,204,214,1
water_body_1363.jpg,236,368,2
water_body_7049.jpg,655,1242,4
water_body_1230.jpg,182,290,1
water_body_1758.jpg,149,221,1
water_body_6414.jpg,997,1214,4
water_body_1312.jpg,128,193,0
water_body_1684.jpg,126,189,0
water_body_823.jpg,848,1366,4
water_body_1442.jpg,266,424,2
water_body_163.jpg,131,130,0
water_body_672.jpg,765,1217,4
water_body_99.jpg,667,663,4
water_body_7211.jpg,516,539,3
water_body_682.jpg,270,406,2
water_body_2385.jpg,146,180,1
water_body_2219.jpg,355,479,3
water_body_1628.jpg,136,202,0
water_body_1601.jpg,159,237,1
water_body_2346.jpg,504,1157,3
water_body_7097.jpg,137,249,1
water_body_7977.jpg,79,85,0
water_body_8556.jpg,330,364,3
water_body_7755.jpg,342,377,3
water_body_8384.jpg,143,149,1
water_body_7970.jpg,64,71,0
water_body_1847.jpg,185,293,1
water_body_1071.jpg,136,215,0
water_body_711.jpg,277,434,2
water_body_1133.jpg,220,338,2
water_body_7920.jpg,152,165,1
water_body_8775.jpg,701,879,4
water_body_8670.jpg,206,260,2
water_body_1824.jpg,252,390,2
water_body_7535.jpg,219,234,2
water_body_7547.jpg,272,283,2
water_body_7222.jpg,702,733,4
water_body_7831.jpg,500,526,3
water_body_7254.jpg,379,393,3
water_body_1511.jpg,342,505,3
water_body_7032.jpg,202,371,1
water_body_1742.jpg,54,82,0
water_body_7144.jpg,683,718,4
water_body_233.jpg,203,238,1
water_body_7944.jpg,336,360,3
water_body_2427.jpg,425,520,3
water_body_1623.jpg,229,330,2
water_body_785.jpg,176,300,1
water_body_8186.jpg,243,261,2
water_body_7947.jpg,114,122,0
water_body_7333.jpg,1290,1401,4
water_body_8539.jpg,208,226,2
water_body_753.jpg,202,308,1
water_body_2197.jpg,129,179,0
water_body_710.jpg,92,261,0
water_body_7341.jpg,3552,1083,4
water_body_7998.jpg,250,286,2
water_body_2530.jpg,527,700,4
water_body_2231.jpg,278,412,2
water_body_804.jpg,301,471,2
water_body_824.jpg,236,364,2
water_body_7259.jpg,176,184,1
water_body_619.jpg,2377,3851,4
water_body_7611.jpg,559,619,4
water_body_8638.jpg,382,479,3
water_body_7135.jpg,510,1444,3
water_body_121.jpg,152,152,1
water_body_8141.jpg,180,187,1
water_body_20.jpg,1539,1529,4
water_body_8177.jpg,315,335,3
water_body_8038.jpg,91,95,0
water_body_1438.jpg,195,310,1
water_body_1694.jpg,381,561,3
water_body_1609.jpg,121,181,0
water_body_1241.jpg,142,55,0
water_body_1815.jpg,82,121,0
water_body_8209.jpg,84,85,0
water_body_6413.jpg,479,568,3
water_body_8860.jpg,231,288,2
water_body_1640.jpg,130,191,0
water_body_105.jpg,97,96,0
water_body_1338.jpg,201,347,1
water_body_8087.jpg,2253,211,2
water_body_1831.jpg,68,98,0
water_body_848.jpg,260,363,2
water_body_7076.jpg,546,985,4
water_body_2556.jpg,153,192,1
water_body_7170.jpg,417,427,3
water_body_2306.jpg,302,368,2
water_body_7666.jpg,112,116,0
water_body_1671.jpg,123,180,0
water_body_769.jpg,143,221,1
water_body_1816.jpg,449,657,3
water_body_714.jpg,206,313,2
water_body_1435.jpg,173,275,1
water_body_1238.jpg,201,320,1
water_body_7285.jpg,1453,1605,4
water_body_1056.jpg,323,168,1
water_body_7248.jpg,436,470,3
water_body_7600.jpg,421,467,3
water_body_708.jpg,567,907,4
water_body_2183.jpg,1085,1374,4
water_body_2439.jpg,75,94,0
water_body_7523.jpg,606,666,4
water_body_7378.jpg,379,403,3
water_body_8566.jpg,580,688,4
water_body_8059.jpg,93,102,0
water_body_8792.jpg,725,876,4
water_body_7246.jpg,479,511,3
water_body_8214.jpg,221,226,2
water_body_7307.jpg,315,339,3
water_body_8515.jpg,141,151,1
water_body_16.jpg,1756,725,4
water_body_1024.jpg,68,91,0
water_body_1675.jpg,387,563,3
water_body_2205.jpg,391,592,3
water_body_2432.jpg,209,273,2
water_body_7280.jpg,257,281,2
water_body_646.jpg,1611,1087,4
water_body_8479.jpg,233,254,2
water_body_1626.jpg,106,155,0
water_body_7766.jpg,425,452,3
water_body_1399.jpg,491,767,3
water_body_1064.jpg,292,445,2
water_body_8911.jpg,52,64,0
water_body_705.jpg,105,142,0
water_body_7373.jpg,1120,1528,4
water_body_8161.jpg,89,91,0
water_body_2545.jpg,211,264,2
water_body_2282.jpg,475,613,3
water_body_1452.jpg,178,284,1
water_body_7051.jpg,135,248,0
water_body_1809.jpg,162,235,1
water_body_8025.jpg,485,515,3
water_body_1068.jpg,310,475,3
water_body_7151.jpg,279,282,2
water_body_1513.jpg,125,191,0
water_body_2373.jpg,241,311,2
water_body_1432.jpg,374,598,3
water_body_7426.jpg,238,255,2
water_body_8742.jpg,434,516,3
water_body_667.jpg,1482,2181,4
water_body_2.jpg,908,911,4
water_body_759.jpg,410,578,3
water_body_8446.jpg,138,148,1
water_body_7029.jpg,325,617,3
water_body_637.jpg,1918,2099,4
water_body_7702.jpg,587,622,4
water_body_1126.jpg,268,399,2
water_body_7673.jpg,124,149,0
water_body_1829.jpg,52,322,0
water_body_8229.jpg,128,133,0
water_body_8235.jpg,96,98,0
water_body_2254.jpg,696,888,4
water_body_7916.jpg,217,234,2
water_body_7715.jpg,416,437,3
water_body_1408.jpg,184,280,1
water_body_7354.jpg,534,569,4
water_body_1591.jpg,365,529,3
water_body_2407.jpg,81,100,0
water_body_1343.jpg,83,112,0
water_body_1262.jpg,595,844,4
water_body_1361.jpg,174,273,1
water_body_2558.jpg,63,79,0
water_body_1274.jpg,265,415,2
water_body_7524.jpg,156,159,1
water_body_7186.jpg,721,794,4
water_body_7587.jpg,312,327,3
water_body_638.jpg,947,1543,4
water_body_8448.jpg,392,418,3
water_body_973.jpg,73,119,0
water_body_8516.jpg,269,288,2
water_body_2542.jpg,332,418,3
water_body_7188.jpg,1640,2095,4
water_body_23.jpg,1901,931,4
water_body_7153.jpg,2405,2516,4
water_body_849.jpg,330,461,3
water_body_8251.jpg,151,165,1
water_body_2568.jpg,224,284,2
water_body_1448.jpg,564,896,4
water_body_7412.jpg,1802,1921,4
water_body_160.jpg,870,864,4
water_body_1577.jpg,478,710,3
water_body_8676.jpg,316,375,3
water_body_8020.jpg,60,67,0
water_body_55.jpg,674,672,4
water_body_2519.jpg,811,1011,4
water_body_7722.jpg,41,362,0
water_body_1674.jpg,306,447,2
water_body_7068.jpg,137,263,1
water_body_8508.jpg,131,142,0
water_body_7326.jpg,300,133,0
water_body_647.jpg,2054,1576,4
water_body_1594.jpg,471,764,3
water_body_1762.jpg,111,165,0
water_body_8875.jpg,90,113,0
water_body_7400.jpg,2505,2619,4
water_body_2286.jpg,146,192,1
water_body_842.jpg,308,523,2
water_body_8466.jpg,141,153,1
water_body_114.jpg,212,210,2
water_body_7256.jpg,762,792,4
water_body_7346.jpg,429,459,3
water_body_8009.jpg,87,88,0
water_body_6386.jpg,2597,1880,4
water_body_6370.jpg,1132,1396,4
water_body_1004.jpg,326,500,3
water_body_7232.jpg,1274,159,1
water_body_1239.jpg,109,174,0
water_body_7890.jpg,129,131,0
water_body_8399.jpg,346,367,3
water_body_2250.jpg,1001,1287,4
water_body_7349.jpg,607,643,4
water_body_694.jpg,383,513,3
water_body_7369.jpg,308,319,2
water_body_8565.jpg,886,479,3
water_body_8756.jpg,1134,1382,4
water_body_7619.jpg,125,136,0
water_body_1839.jpg,2073,2987,4
water_body_1756.jpg,86,128,0
water_body_8198.jpg,133,138,0
water_body_1006.jpg,121,212,0
water_body_8.jpg,614,328,3
water_body_8592.jpg,476,519,3
water_body_7072.jpg,220,406,2
water_body_1788.jpg,261,320,2
water_body_2248.jpg,1022,1330,4
water_body_2537.jpg,1383,1731,4
water_body_7615.jpg,337,372,3
water_body_1582.jpg,720,1072,4
water_body_7884.jpg,95,100,0
water_body_1233.jpg,137,214,1
water_body_7706.jpg,177,184,1
water_body_1669.jpg,278,412,2
water_body_1650.jpg,104,153,0
water_body_2450.jpg,271,337,2
water_body_1190.jpg,101,135,0
water_body_7238.jpg,1590,1677,4
water_body_8744.jpg,413,516,3
water_body_1313.jpg,105,160,0
water_body_8469.jpg,102,112,0
water_body_777.jpg,200,306,1
water_body_1522.jpg,117,190,0
water_body_7979.jpg,201,219,1
water_body_7305.jpg,552,604,4
water_body_1526.jpg,347,570,3
water_body_953.jpg,826,1212,4
water_body_1010.jpg,280,487,2
water_body_2234.jpg,97,136,0
water_body_8460.jpg,266,136,0
water_body_2351.jpg,171,214,1
water_body_18.jpg,873,867,4
water_body_8285.jpg,122,124,0
water_body_8513.jpg,334,360,3
water_body_7597.jpg,157,160,1
water_body_7272.jpg,636,631,4
water_body_7826.jpg,175,183,1
water_body_7282.jpg,1012,1107,4
water_body_8799.jpg,390,2179,3
water_body_8960.jpg,173,221,1
water_body_2536.jpg,419,526,3
water_body_1255.jpg,497,809,3
water_body_7050.jpg,120,223,0
water_body_7781.jpg,106,116,0
water_body_8922.jpg,94,117,0
water_body_1512.jpg,169,248,1
water_body_1635.jpg,161,233,1
water_body_7370.jpg,1211,713,4
water_body_7834.jpg,123,127,0
water_body_1251.jpg,837,336,3
water_body_1634.jpg,475,667,3
water_body_8746.jpg,452,37,0
water_body_8544.jpg,68,74,0
water_body_1219.jpg,461,483,3
water_body_986.jpg,238,377,2
water_body_1130.jpg,1166,1757,4
water_body_7975.jpg,113,125,0
water_body_8240.jpg,73,74,0
water_body_8402.jpg,275,292,2
water_body_1658.jpg,108,160,0
water_body_2213.jpg,208,306,2
water_body_8818.jpg,168,210,1
water_body_1054.jpg,208,318,2
water_body_8794.jpg,863,1129,4
water_body_739.jpg,345,558,3
water_body_7424.jpg,527,1207,4
water_body_838.jpg,113,176,0
water_body_8630.jpg,244,306,2
water_body_1383.jpg,327,477,3
water_body_922.jpg,150,235,1
water_body_27.jpg,1621,1615,4
water_body_1740.jpg,354,527,3
water_body_8769.jpg,260,310,2
water_body_772.jpg,242,368,2
water_body_1365.jpg,487,759,3
water_body_8073.jpg,104,106,0
water_body_8021.jpg,106,112,0
water_body_1021.jpg,152,232,1
water_body_7047.jpg,216,410,2
water_body_2334.jpg,3656,4718,4
water_body_1000.jpg,366,548,3
water_body_7263.jpg,284,299,2
water_body_792.jpg,102,163,0
water_body_1738.jpg,233,336,2
water_body_1722.jpg,180,272,1
water_body_7275.jpg,625,689,4
water_body_8011.jpg,269,286,2
water_body_7046.jpg,215,401,2
water_body_1417.jpg,344,466,3
water_body_8835.jpg,208,260,2
water_body_1093.jpg,100,172,0
water_body_2516.jpg,931,1182,4
water_body_8039.jpg,318,200,1
water_body_8724.jpg,243,313,2
water_body_7090.jpg,118,219,0
water_body_2550.jpg,664,867,4
water_body_7931.jpg,78,82,0
water_body_8381.jpg,200,209,1
water_body_907.jpg,229,379,2
water_body_174.jpg,138,138,1
water_body_7917.jpg,83,89,0
water_body_816.jpg,170,281,1
water_body_1132.jpg,960,1441,4
water_body_7570.jpg,138,143,1
water_body_2474.jpg,380,488,3
water_body_8817.jpg,231,291,2
water_body_822.jpg,475,722,3
water_body_997.jpg,852,1404,4
water_body_998.jpg,317,524,3
water_body_8210.jpg,269,274,2
water_body_7516.jpg,286,289,2
water_body_1627.jpg,273,282,2
water_body_2544.jpg,441,557,3
water_body_8138.jpg,228,232,2
water_body_7342.jpg,188,197,1
water_body_7175.jpg,423,458,3
water_body_786.jpg,274,423,2
water_body_8156.jpg,297,322,2
water_body_7423.jpg,67,72,0
water_body_8208.jpg,273,279,2
water_body_606.jpg,228,324,2
water_body_756.jpg,1313,1000,4
water_body_8178.jpg,73,75,0
water_body_712.jpg,249,384,2
water_body_1153.jpg,330,563,3
water_body_1832.jpg,367,526,3
water_body_970.jpg,150,245,1
water_body_8795.jpg,3868,507,3
water_body_1813.jpg,209,307,2
water_body_7849.jpg,169,177,1
water_body_1179.jpg,347,570,3
water_body_2502.jpg,497,639,3
water_body_8927.jpg,246,322,2
water_body_2535.jpg,559,701,4
water_body_6421.jpg,1290,1546,4
water_body_8376.jpg,118,124,0
water_body_8400.jpg,200,213,1
water_body_8793.jpg,754,957,4
water_body_2534.jpg,1991,2539,4
water_body_8682.jpg,271,344,2
water_body_1702.jpg,185,268,1
water_body_7750.jpg,278,307,2
water_body_2301.jpg,247,304,2
water_body_8736.jpg,469,605,3
water_body_659.jpg,180,274,1
water_body_2437.jpg,213,283,2
water_body_2185.jpg,340,468,3
water_body_7681.jpg,861,942,4
water_body_1646.jpg,181,265,1
water_body_827.jpg,295,484,2
water_body_7758.jpg,238,264,2
water_body_7286.jpg,683,747,4
water_body_1753.jpg,410,587,3
water_body_8635.jpg,1716,2267,4
water_body_7724.jpg,236,254,2
water_body_7647.jpg,177,183,1
water_body_7728.jpg,213,228,2
water_body_1293.jpg,229,367,2
water_body_1148.jpg,411,632,3
water_body_8265.jpg,333,339,3
water_body_890.jpg,54,44,0
water_body_7607.jpg,184,187,1
water_body_1218.jpg,492,732,3
water_body_8918.jpg,255,306,2
water_body_1441.jpg,490,780,3
water_body_2471.jpg,2460,1139,4
water_body_8892.jpg,72,89,0
water_body_8648.jpg,347,440,3
water_body_7686.jpg,92,133,0
water_body_2174.jpg,1420,94,0
water_body_1210.jpg,155,210,1
water_body_669.jpg,1999,3036,4
water_body_7077.jpg,322,599,3
water_body_1711.jpg,189,277,1
water_body_7380.jpg,240,250,2
water_body_7723.jpg,120,128,0
water_body_857.jpg,692,1075,4
water_body_8645.jpg,840,1064,4
water_body_7749.jpg,482,532,3
water_body_8681.jpg,245,304,2
water_body_1665.jpg,161,244,1
water_body_2560.jpg,180,227,1
water_body_7034.jpg,320,444,3
water_body_177.jpg,334,332,3
water_body_1097.jpg,688,1082,4
water_body_7735.jpg,282,307,2
water_body_8239.jpg,195,200,1
water_body_1074.jpg,207,326,2
water_body_1810.jpg,86,125,0
water_body_7060.jpg,75,140,0
water_body_7638.jpg,155,157,1
water_body_7754.jpg,199,220,1
water_body_894.jpg,247,419,2
water_body_2288.jpg,350,449,3
water_body_653.jpg,207,278,2
water_body_1838.jpg,523,761,3
water_body_7446.jpg,977,981,4
water_body_2315.jpg,847,1081,4
water_body_1663.jpg,100,151,0
water_body_7287.jpg,1416,1543,4
water_body_7328.jpg,573,586,4
water_body_2555.jpg,266,333,2
water_body_7846.jpg,128,132,0
water_body_2175.jpg,812,1128,4
water_body_1645.jpg,383,588,3
water_body_938.jpg,169,290,1
water_body_906.jpg,150,246,1
water_body_8523.jpg,177,188,1
water_body_7390.jpg,523,530,3
water_body_1208.jpg,275,430,2
water_body_7659.jpg,601,613,4
water_body_855.jpg,485,775,3
water_body_6405.jpg,493,601,3
water_body_8639.jpg,459,572,3
water_body_1354.jpg,734,1080,4
water_body_7725.jpg,308,329,2
water_body_1449.jpg,478,760,3
water_body_38.jpg,533,535,4
water_body_1337.jpg,242,417,2
water_body_7568.jpg,224,228,2
water_body_1826.jpg,57,80,0
water_body_2207.jpg,695,1028,4
water_body_8307.jpg,338,346,3
water_body_7614.jpg,202,223,1
water_body_1078.jpg,766,1208,4
water_body_1310.jpg,194,296,1
water_body_8485.jpg,145,159,1
water_body_8759.jpg,293,367,2
water_body_768.jpg,512,780,3
water_body_8933.jpg,210,274,2
water_body_7181.jpg,723,791,4
water_body_6403.jpg,1497,1708,4
water_body_7572.jpg,275,286,2
water_body_8859.jpg,87,109,0
water_body_7961.jpg,61,66,0
water_body_723.jpg,232,378,2
water_body_2171.jpg,350,469,3
water_body_6381.jpg,472,570,3
water_body_2464.jpg,199,264,1
water_body_1593.jpg,121,174,0
water_body_8246.jpg,291,323,2
water_body_730.jpg,481,795,3
water_body_1828.jpg,120,172,0
water_body_7381.jpg,2053,2967,4
water_body_1723.jpg,266,419,2
water_body_159.jpg,258,257,2
water_body_733.jpg,404,660,3
water_body_807.jpg,311,509,3
water_body_7827.jpg,149,155,1
water_body_1015.jpg,165,280,1
water_body_944.jpg,126,169,0
water_body_7940.jpg,86,94,0
water_body_95.jpg,175,175,1
water_body_8526.jpg,350,369,3
water_body_8474.jpg,162,177,1
water_body_189.jpg,1632,1451,4
water_body_8796.jpg,111,133,0
water_body_7397.jpg,649,655,4
water_body_166.jpg,282,281,2
water_body_876.jpg,194,319,1
water_body_689.jpg,172,250,1
water_body_7283.jpg,312,341,3
water_body_7915.jpg,146,157,1
water_body_1178.jpg,146,241,1
water_body_8428.jpg,156,168,1
water_body_1184.jpg,222,371,2
water_body_1629.jpg,293,432,2
water_body_7133.jpg,300,330,2
water_body_879.jpg,243,408,2
water_body_57.jpg,459,456,3
water_body_1272.jpg,162,255,1
water_body_1468.jpg,220,329,2
water_body_8713.jpg,708,945,4
water_body_7891.jpg,109,111,0
water_body_7512.jpg,76,85,0
water_body_1467.jpg,259,386,2
water_body_1463.jpg,106,166,0
water_body_7154.jpg,1350,1381,4
water_body_8453.jpg,175,179,1
water_body_8871.jpg,104,132,0
water_body_1334.jpg,184,293,1
water_body_7578.jpg,283,310,2
water_body_8413.jpg,111,119,0
water_body_1028.jpg,322,487,3
water_body_8845.jpg,121,155,0
water_body_2313.jpg,625,1476,4
water_body_2293.jpg,470,627,3
water_body_1392.jpg,325,531,3
water_body_1632.jpg,191,280,1
water_body_852.jpg,709,1128,4
water_body_788.jpg,489,770,3
water_body_8390.jpg,267,279,2
water_body_1560.jpg,1657,1900,4
water_body_2224.jpg,128,240,0
water_body_741.jpg,140,236,1
water_body_8732.jpg,265,336,2
water_body_8777.jpg,287,364,2
water_body_8089.jpg,201,204,1
water_body_7701.jpg,245,267,2
water_body_692.jpg,111,164,0
water_body_1362.jpg,246,386,2
water_body_7807.jpg,163,170,1
water_body_1070.jpg,131,197,0
water_body_182.jpg,90,88,0
